chr	sp	fish	MinCov	MaxCov	AverCov	SDCov
LR778272.1	C.acrinasus	THU183	6	406.655	96.65082777666	83.4420272486451
LR778273.1	C.acrinasus	THU183	6	414.665	92.7441953991131	83.7510932877199
LR778274.1	C.acrinasus	THU183	6	1527.29	148.757006957494	163.920252355995
LR778275.1	C.acrinasus	THU183	6	840.587	94.4224907352128	87.9100712958128
LR778276.1	C.acrinasus	THU183	6	569.153	95.5916764514252	84.5237517091132
LR778277.1	C.acrinasus	THU183	6	625.489	93.8422729401709	85.1945724036417
LR778278.1	C.acrinasus	THU183	6	1101.56	93.5884169020501	86.471315390693
LR778279.1	C.acrinasus	THU183	6	693.34	92.6634810587551	84.4319987025834
LR778280.1	C.acrinasus	THU183	6	752.616	114.102593131965	124.488293934327
LR778281.1	C.acrinasus	THU183	6	2077.25	91.7308438987764	94.6191316753419
LR778282.1	C.acrinasus	THU183	6	1105.27	92.2933301453488	85.5081809695054
LR778283.1	C.acrinasus	THU183	6	885.643	92.9098814022346	83.4355354199272
LR778284.1	C.acrinasus	THU183	6	850.972	137.838766710859	147.885826466284
LR778285.1	C.acrinasus	THU183	6	400.281	95.8156645853324	83.5056245838108
LR778286.1	C.acrinasus	THU183	6	1073.07	90.9155431642857	90.5644959316583
LR778287.1	C.acrinasus	THU183	6	1057.79	109.125927446667	116.475997315379
LR778288.1	C.acrinasus	THU183	6	743.045	96.6586703358465	85.580441436784
LR778289.1	C.acrinasus	THU183	6	576.032	102.540349097988	99.5077639436101
LR778290.1	C.acrinasus	THU183	6	3087.11	135.298493201439	191.49731065653
LR778291.1	C.acrinasus	THU183	6	828.705	94.1106248599034	92.354196738185
LR778292.1	C.acrinasus	THU183	6	279.281	93.9691784444445	82.6789990713871
LR778253.1	C.acrinasus	THU187	6	6527.6	92.9575256905767	150.581346123364
LR778254.1	C.acrinasus	THU187	6	712.738	85.8643615789474	100.450181659996
LR778255.1	C.acrinasus	THU187	6	586.954	84.9594724920534	102.047000422332
LR778256.1	C.acrinasus	THU187	6	1091.16	91.0015934512744	115.795759203203
LR778257.1	C.acrinasus	THU187	6	1084.53	86.4958829306072	106.364199295284
LR778258.1	C.acrinasus	THU187	6	1864.73	86.5924330091743	109.952750583188
LR778259.1	C.acrinasus	THU187	6	1805.92	85.1686578864353	112.194406455681
LR778260.1	C.acrinasus	THU187	6	1940.58	87.7444760459588	110.683048478925
LR778261.1	C.acrinasus	THU187	6	2347.51	89.0394384028324	109.602441025054
LR778262.1	C.acrinasus	THU187	6	582.755	85.3914096641626	98.964167815534
LR778263.1	C.acrinasus	THU187	6	552.062	91.5416187374582	104.495423632426
LR778264.1	C.acrinasus	THU187	6	854.886	85.8892409639032	104.284555708475
LR778265.1	C.acrinasus	THU187	6	1465.85	89.9237100852515	108.131666767566
LR778266.1	C.acrinasus	THU187	6	3988.86	90.6424906699082	137.965629674602
LR778267.1	C.acrinasus	THU187	6	2213.52	87.926909699321	113.204544326926
LR778268.1	C.acrinasus	THU187	6	625.247	87.6129249638554	101.734478972805
LR778269.1	C.acrinasus	THU187	6	820.693	89.0877523227247	108.636564659904
LR778270.1	C.acrinasus	THU187	6	947.217	92.5906251718984	111.972156663814
LR778271.1	C.acrinasus	THU187	6	1690.56	89.217095659411	108.862056920888
LR778272.1	C.acrinasus	THU187	6	773.19	90.7347657663551	102.943229487276
LR778273.1	C.acrinasus	THU187	6	586.547	86.2480769167943	99.6317004676776
LR778274.1	C.acrinasus	THU187	6	2139.39	126.911973922018	189.111300090694
LR778275.1	C.acrinasus	THU187	6	785.209	86.9638820121335	104.100491111258
LR778276.1	C.acrinasus	THU187	6	843.175	87.3456575946086	102.981572789471
LR778277.1	C.acrinasus	THU187	6	558.42	89.8715287406617	104.982510788035
LR778278.1	C.acrinasus	THU187	6	836.275	88.9302794830287	103.126727067824
LR778279.1	C.acrinasus	THU187	6	674.134	86.6428603885045	102.734683260137
LR778280.1	C.acrinasus	THU187	6	1254.12	103.221994177732	145.849759552004
LR778281.1	C.acrinasus	THU187	6	2530.27	87.0776945944558	115.330985496168
LR778282.1	C.acrinasus	THU187	6	839.076	87.5372616666667	102.895559868111
LR778283.1	C.acrinasus	THU187	6	689.929	84.8522822119342	98.1059403666275
LR778284.1	C.acrinasus	THU187	6	1352.07	121.618977322288	177.939521590175
LR778285.1	C.acrinasus	THU187	6	553.184	85.9052291989988	100.487773487118
LR778286.1	C.acrinasus	THU187	6	1509.78	86.6022206486834	114.669741425501
LR778287.1	C.acrinasus	THU187	6	2360.81	97.8449398549884	140.892309913788
LR778288.1	C.acrinasus	THU187	6	673.885	91.6884430600751	106.91762479866
LR778289.1	C.acrinasus	THU187	6	1085.61	93.2451388511137	115.924670489938
LR778290.1	C.acrinasus	THU187	6	2977.34	120.462434722222	199.065391820474
LR778291.1	C.acrinasus	THU187	6	1222.55	85.5321398594025	103.805957865647
LR778292.1	C.acrinasus	THU187	6	519.182	88.4837254166667	102.525513319206
LR778253.1	C.albellus	THU007	6	6028.05	91.6630213691655	136.423310310258
LR778254.1	C.albellus	THU007	6	402.659	83.8296551706037	81.5985228369728
LR778255.1	C.albellus	THU007	6	395.926	84.3686379705506	84.1278562884267
LR778256.1	C.albellus	THU007	6	713.491	92.7409351243008	99.2839991145034
LR778257.1	C.albellus	THU007	6	777.021	85.1831428326996	87.6249502630763
LR778258.1	C.albellus	THU007	6	418.989	86.3037075617479	83.6667937429677
LR778259.1	C.albellus	THU007	6	772.655	84.0866573347663	90.5278877740682
LR778260.1	C.albellus	THU007	6	1187.57	88.8575344573322	90.2227139241701
LR778261.1	C.albellus	THU007	6	2155.7	89.222359538338	93.7011258009469
LR778262.1	C.albellus	THU007	6	427.102	87.5550724512914	84.797122127451
LR778263.1	C.albellus	THU007	6	501.969	88.4223602773109	85.1130899447488
LR778264.1	C.albellus	THU007	6	638.04	84.5609081299131	84.5586151219755
LR778265.1	C.albellus	THU007	6	1197.82	88.5436132791923	91.3401853132479
LR778266.1	C.albellus	THU007	6	1466.78	88.4234827557295	92.2410467333449
LR778267.1	C.albellus	THU007	6	1031.6	85.6336172903226	89.006502022257
LR778268.1	C.albellus	THU007	6	631.369	86.4084453793441	85.8470632554503
LR778269.1	C.albellus	THU007	6	929.062	89.7771197132826	92.0294175159355
LR778270.1	C.albellus	THU007	6	971.674	90.2511976635514	92.4224155367756
LR778271.1	C.albellus	THU007	6	2029.21	85.4084727708243	92.5135196221958
LR778272.1	C.albellus	THU007	6	416.173	91.1195254493851	86.9821582278551
LR778273.1	C.albellus	THU007	6	783.094	88.4211983972675	88.3307322379596
LR778274.1	C.albellus	THU007	6	1556.57	129.758314945598	162.1633702487
LR778275.1	C.albellus	THU007	6	829.145	89.1282569419759	90.2899534828672
LR778276.1	C.albellus	THU007	6	847.06	87.1604576089267	86.8684482845885
LR778277.1	C.albellus	THU007	6	491.52	87.6910114262561	86.1433425642005
LR778278.1	C.albellus	THU007	6	593.968	86.4963486427039	86.2092328117603
LR778279.1	C.albellus	THU007	6	381.238	86.3410082349697	83.8317050565051
LR778280.1	C.albellus	THU007	6	859.566	103.187049833333	121.041690922134
LR778281.1	C.albellus	THU007	6	2264.15	88.909384284188	99.4737499503489
LR778282.1	C.albellus	THU007	6	1340.31	85.9609953296703	88.9745682122255
LR778283.1	C.albellus	THU007	6	1122.13	87.5030685752259	87.7186647603123
LR778284.1	C.albellus	THU007	6	2083.05	121.55991374789	158.008168058102
LR778285.1	C.albellus	THU007	6	653.715	89.0007731293818	87.2918978252695
LR778286.1	C.albellus	THU007	6	1527.35	86.5295318451178	96.3642376854921
LR778287.1	C.albellus	THU007	6	739.92	100.10076665837	114.564490921595
LR778288.1	C.albellus	THU007	6	674.744	87.1601596611253	84.7642147650945
LR778289.1	C.albellus	THU007	6	1027.98	95.6495342571255	102.909621394631
LR778290.1	C.albellus	THU007	6	2308.09	119.223019653505	171.28781409467
LR778291.1	C.albellus	THU007	6	871.654	87.6252228880866	95.321528107054
LR778292.1	C.albellus	THU007	6	321.618	95.2431490909091	89.3048564392451
LR778253.1	C.albellus	THU010	6	4150.08	59.6392046306115	97.4722117818118
LR778254.1	C.albellus	THU010	6	245.045	53.7066400486224	51.0104954489136
LR778255.1	C.albellus	THU010	6	267.558	54.2583541543514	50.1415940813228
LR778256.1	C.albellus	THU010	6	487.472	59.601838971853	60.6942706468379
LR778257.1	C.albellus	THU010	6	451.279	56.1478616680097	54.2740226868167
LR778258.1	C.albellus	THU010	6	298.063	54.411625488	50.447000181917
LR778259.1	C.albellus	THU010	6	445.342	55.1374779931034	56.707444524805
LR778260.1	C.albellus	THU010	6	507.234	55.7015366495375	52.9990756497746
LR778261.1	C.albellus	THU010	6	1985.52	58.6908883032129	67.5643908068057
LR778262.1	C.albellus	THU010	6	265.545	55.7643477386364	51.5822719443064
LR778263.1	C.albellus	THU010	6	312.536	57.0878966316343	51.1590034994987
LR778264.1	C.albellus	THU010	6	269.228	53.6690139692308	51.3295807987673
LR778265.1	C.albellus	THU010	6	1996.3	58.3628078863135	70.5766372933909
LR778266.1	C.albellus	THU010	6	3720.36	58.2331819027778	110.466708796239
LR778267.1	C.albellus	THU010	6	508.809	54.7332497526283	53.75446598799
LR778268.1	C.albellus	THU010	6	383.674	54.9597362721171	52.1661506814589
LR778269.1	C.albellus	THU010	6	438.979	57.2014735750916	54.6328184425548
LR778270.1	C.albellus	THU010	6	384.147	56.6437382982792	55.2299999481314
LR778271.1	C.albellus	THU010	6	1358.74	56.0496137889557	59.95236614283
LR778272.1	C.albellus	THU010	6	314.642	57.4361969344359	52.5685872266354
LR778273.1	C.albellus	THU010	6	457.585	56.809616413839	52.7029513949553
LR778274.1	C.albellus	THU010	6	734.543	81.8468218187385	95.2347131464354
LR778275.1	C.albellus	THU010	6	461.617	56.1138051904454	54.962713063137
LR778276.1	C.albellus	THU010	6	563.771	56.4203111997319	53.4274821241702
LR778277.1	C.albellus	THU010	6	329.904	56.5988726415094	53.9237935042665
LR778278.1	C.albellus	THU010	6	551.792	56.0146370533333	54.0726125330614
LR778279.1	C.albellus	THU010	6	304.198	55.0526278761062	52.1275618212994
LR778280.1	C.albellus	THU010	6	500.047	66.5180539432816	75.2997770010696
LR778281.1	C.albellus	THU010	6	1609.27	56.2128333750824	65.4149856743936
LR778282.1	C.albellus	THU010	6	850.285	56.0784686860304	55.8745061413759
LR778283.1	C.albellus	THU010	6	363.361	55.0813810629921	51.1736652375966
LR778284.1	C.albellus	THU010	6	963.077	77.3539232451253	91.7802121399741
LR778285.1	C.albellus	THU010	6	300.632	56.90818532	52.6767474943649
LR778286.1	C.albellus	THU010	6	756.209	55.5896360236887	58.501756198017
LR778287.1	C.albellus	THU010	6	535.698	64.3422147319347	72.1991812531361
LR778288.1	C.albellus	THU010	6	382.602	57.571363189585	52.7628807667347
LR778289.1	C.albellus	THU010	6	400.875	59.4526956390977	59.9522469245086
LR778290.1	C.albellus	THU010	6	624.013	74.3494427875648	91.5275212636468
LR778291.1	C.albellus	THU010	6	381.398	54.9989330890643	53.9524606403417
LR778292.1	C.albellus	THU010	6	140.329	53.9335762162162	41.2305152612059
LR778253.1	C.albellus	THU011	6	3856.99	113.732903068592	142.827150978199
LR778254.1	C.albellus	THU011	6	511.068	105.209627204752	100.541389633006
LR778255.1	C.albellus	THU011	6	516.038	106.376094777854	104.864368629358
LR778256.1	C.albellus	THU011	6	1399.04	118.702696956377	124.437868304168
LR778257.1	C.albellus	THU011	6	732.016	108.33302402439	107.336487401415
LR778258.1	C.albellus	THU011	6	518.553	106.130772587131	100.397587859366
LR778259.1	C.albellus	THU011	6	1022.57	106.500627091122	113.381307778688
LR778260.1	C.albellus	THU011	6	722.866	110.874469021501	107.327556844412
LR778261.1	C.albellus	THU011	6	2090.31	110.91136102292	110.276064179545
LR778262.1	C.albellus	THU011	6	538.073	109.553570415258	103.477647478369
LR778263.1	C.albellus	THU011	6	1265.48	108.156452862797	104.495596051999
LR778264.1	C.albellus	THU011	6	609.658	105.909083052262	102.61614906125
LR778265.1	C.albellus	THU011	6	4117.1	112.097493874419	137.353433091836
LR778266.1	C.albellus	THU011	6	4334.53	111.794013671266	148.734433602217
LR778267.1	C.albellus	THU011	6	1163.45	107.082749601468	107.917806157225
LR778268.1	C.albellus	THU011	6	621.583	106.990501583548	104.411712925396
LR778269.1	C.albellus	THU011	6	630.466	111.868274406464	110.226275265641
LR778270.1	C.albellus	THU011	6	1054.62	110.264365126235	108.817661602419
LR778271.1	C.albellus	THU011	6	1670.47	106.504292430206	107.803392172754
LR778272.1	C.albellus	THU011	6	496.405	112.375714837581	103.994352874882
LR778273.1	C.albellus	THU011	6	904.976	109.99050710643	106.27922953454
LR778274.1	C.albellus	THU011	6	2339.97	179.76887776699	212.522380025839
LR778275.1	C.albellus	THU011	6	1041.69	109.720051325967	110.323645156382
LR778276.1	C.albellus	THU011	6	943.332	110.097816955291	105.744687740346
LR778277.1	C.albellus	THU011	6	628.308	110.396860909614	107.237071967326
LR778278.1	C.albellus	THU011	6	960.55	107.135234220597	106.238748150807
LR778279.1	C.albellus	THU011	6	779.814	105.719170330435	103.541286684099
LR778280.1	C.albellus	THU011	6	1546.47	134.154025899238	153.864858367941
LR778281.1	C.albellus	THU011	6	2521	109.628490011344	118.796629105113
LR778282.1	C.albellus	THU011	6	1469.15	108.107470620609	108.960421993123
LR778283.1	C.albellus	THU011	6	1182.04	107.673767401662	105.879975360019
LR778284.1	C.albellus	THU011	6	2192.56	163.724921068268	199.386996235333
LR778285.1	C.albellus	THU011	6	1152.33	111.157973532609	110.003386750064
LR778286.1	C.albellus	THU011	6	1863.77	105.683559786932	114.917994239363
LR778287.1	C.albellus	THU011	6	1086.64	130.772437165775	147.991697733399
LR778288.1	C.albellus	THU011	6	1207.44	110.083898229665	106.074970891579
LR778289.1	C.albellus	THU011	6	805.603	117.539264993565	121.705516222813
LR778290.1	C.albellus	THU011	6	2659.4	162.756786018605	221.627143671336
LR778291.1	C.albellus	THU011	6	779.691	107.790081491228	105.847687272676
LR778292.1	C.albellus	THU011	6	335.079	113.684685	99.1776944858029
LR778253.1	C.albellus	THU027	6	1578.86	60.4967472916001	68.1786166213804
LR778254.1	C.albellus	THU027	6	269.415	56.4034744977511	53.4125244699751
LR778255.1	C.albellus	THU027	6	357.894	56.8286138929619	54.205426618557
LR778256.1	C.albellus	THU027	6	478.616	60.0367364285714	61.5657283947158
LR778257.1	C.albellus	THU027	6	548.396	56.8775657760454	57.1426402767343
LR778258.1	C.albellus	THU027	6	258.295	55.9751590426275	52.9124663791526
LR778259.1	C.albellus	THU027	6	369.73	57.1931877977667	57.8280821764306
LR778260.1	C.albellus	THU027	6	881.538	57.6334230488361	56.9832865966699
LR778261.1	C.albellus	THU027	6	1988.48	60.7190306498195	67.880609072671
LR778262.1	C.albellus	THU027	6	280.069	57.0226491134752	53.3832667197776
LR778263.1	C.albellus	THU027	6	493.886	58.5484927566807	54.8146667285452
LR778264.1	C.albellus	THU027	6	410.388	55.9461235138889	53.9453512142347
LR778265.1	C.albellus	THU027	6	1113.84	60.1145553988961	60.0060761983297
LR778266.1	C.albellus	THU027	6	2619.98	58.8981817910448	85.0895773650122
LR778267.1	C.albellus	THU027	6	578.168	55.222629018102	55.590317516907
LR778268.1	C.albellus	THU027	6	308.523	57.086174893617	53.9830726576917
LR778269.1	C.albellus	THU027	6	315.73	58.9782341361257	56.7867598164481
LR778270.1	C.albellus	THU027	6	512.99	58.9088939756239	58.7386878197181
LR778271.1	C.albellus	THU027	6	873.713	56.1857353809524	56.8367857269699
LR778272.1	C.albellus	THU027	6	281.702	59.5065032112527	55.2134169391393
LR778273.1	C.albellus	THU027	6	282.073	59.8684209563658	55.4331945182823
LR778274.1	C.albellus	THU027	6	626.413	76.0875515861718	94.0726237038247
LR778275.1	C.albellus	THU027	6	729.592	58.6541081535756	57.8865764804585
LR778276.1	C.albellus	THU027	6	316.027	58.1884394789816	55.3114595998847
LR778277.1	C.albellus	THU027	6	339.848	57.9454829051988	55.0350779212901
LR778278.1	C.albellus	THU027	6	383.622	57.3715850060024	54.7437215200091
LR778279.1	C.albellus	THU027	6	314.691	57.2672510545906	53.9319062881637
LR778280.1	C.albellus	THU027	6	534.817	61.9236508698092	73.7539244324472
LR778281.1	C.albellus	THU027	6	1334.82	58.3036249671642	62.1031706032955
LR778282.1	C.albellus	THU027	6	983.519	56.4054185312118	59.2317972441228
LR778283.1	C.albellus	THU027	6	348.038	58.5046021005917	54.8568940187453
LR778284.1	C.albellus	THU027	6	1295.55	71.7148861565217	91.9219396678809
LR778285.1	C.albellus	THU027	6	413.699	58.1125724929379	54.898999048845
LR778286.1	C.albellus	THU027	6	585.348	56.9311749621785	57.6381522149887
LR778287.1	C.albellus	THU027	6	498.553	62.6072962373567	69.5893690974076
LR778288.1	C.albellus	THU027	6	499.739	59.1946203821197	56.121029061122
LR778289.1	C.albellus	THU027	6	365.249	60.9788342171885	62.1675005165764
LR778290.1	C.albellus	THU027	6	1333.52	72.0580716623822	99.4454594984838
LR778291.1	C.albellus	THU027	6	435.713	57.8250077442095	57.1138658609155
LR778292.1	C.albellus	THU027	6	183.173	57.2268504651163	52.6071885575814
LR778253.1	C.albellus	THU077	6	2593.86	87.1759968768158	108.698152298426
LR778254.1	C.albellus	THU077	6	508.113	80.5821730054274	88.6677277490703
LR778255.1	C.albellus	THU077	6	488.587	80.4129014676451	88.7212104647494
LR778256.1	C.albellus	THU077	6	695.869	87.6815847363375	103.681000339259
LR778257.1	C.albellus	THU077	6	1110.96	81.6691419569472	98.7344356414089
LR778258.1	C.albellus	THU077	6	1754.7	81.4739840987813	99.8493189408792
LR778259.1	C.albellus	THU077	6	563.32	81.3925675125769	94.5348888635598
LR778260.1	C.albellus	THU077	6	552.84	85.1087808041061	93.3659277750972
LR778261.1	C.albellus	THU077	6	2027.05	84.2852042176591	97.1698018970098
LR778262.1	C.albellus	THU077	6	507.762	81.3411242622951	88.5327536306711
LR778263.1	C.albellus	THU077	6	462.277	85.6031365449076	92.8037738578579
LR778264.1	C.albellus	THU077	6	704.651	80.4862469662447	90.4244904963984
LR778265.1	C.albellus	THU077	6	2130.48	85.251687601626	100.891497039803
LR778266.1	C.albellus	THU077	6	2238.03	84.2290756551724	106.400512187241
LR778267.1	C.albellus	THU077	6	1910.96	81.7926919335038	100.662968759667
LR778268.1	C.albellus	THU077	6	587.786	81.8777772519841	91.5616997031599
LR778269.1	C.albellus	THU077	6	860.552	85.5763057245509	98.9826469010782
LR778270.1	C.albellus	THU077	6	940.709	86.19202066077	99.3137254062656
LR778271.1	C.albellus	THU077	6	1466.17	81.2269332099866	93.8810027599672
LR778272.1	C.albellus	THU077	6	675.823	85.4165515704501	92.2720125465995
LR778273.1	C.albellus	THU077	6	466.938	81.8655338100378	89.1333535019814
LR778274.1	C.albellus	THU077	6	993.866	118.619849167075	163.593900456577
LR778275.1	C.albellus	THU077	6	704.314	82.2526239340776	93.0698366334142
LR778276.1	C.albellus	THU077	6	1009.94	81.4437972162162	90.8420341994654
LR778277.1	C.albellus	THU077	6	967.39	82.591393797054	93.8925259452177
LR778278.1	C.albellus	THU077	6	529.82	83.5704333886125	90.240198281768
LR778279.1	C.albellus	THU077	6	629.068	82.9719237864078	90.3787099083092
LR778280.1	C.albellus	THU077	6	885.734	96.8071933386752	130.060785683386
LR778281.1	C.albellus	THU077	6	3006.96	81.786905443787	111.971179193172
LR778282.1	C.albellus	THU077	6	1062.62	82.4476677847025	92.98685720715
LR778283.1	C.albellus	THU077	6	712.67	81.7891440746753	89.8659633287102
LR778284.1	C.albellus	THU077	6	1561.43	112.232600627854	155.226104141161
LR778285.1	C.albellus	THU077	6	812.342	82.2292888200782	90.3071713643803
LR778286.1	C.albellus	THU077	6	1809.92	84.9517117508651	107.847441066978
LR778287.1	C.albellus	THU077	6	1591.12	93.2459533850932	125.137875971842
LR778288.1	C.albellus	THU077	6	1155.53	87.4624518133333	97.324251407804
LR778289.1	C.albellus	THU077	6	869.406	90.6953839498433	104.438636371539
LR778290.1	C.albellus	THU077	6	1625.1	115.403101324013	168.702139054881
LR778291.1	C.albellus	THU077	6	917.125	81.536028990566	92.6715422121551
LR778292.1	C.albellus	THU077	6	460.315	83.9510506521739	96.2381387116262
LR778253.1	C.albellus	THU079	6	5353.8	87.4191081567231	123.834895332565
LR778254.1	C.albellus	THU079	6	365.703	78.9422052341598	74.341287095159
LR778255.1	C.albellus	THU079	6	375.982	80.4732662806539	75.6897797006894
LR778256.1	C.albellus	THU079	6	853.432	87.437144021879	89.6668227755247
LR778257.1	C.albellus	THU079	6	659.958	80.7759903879599	80.9411130286276
LR778258.1	C.albellus	THU079	6	557.821	82.7375849194631	77.1438081155601
LR778259.1	C.albellus	THU079	6	613.153	79.657975993247	80.8942393668981
LR778260.1	C.albellus	THU079	6	975.848	82.7308949978751	81.354870899538
LR778261.1	C.albellus	THU079	6	2131.97	83.7161292498964	86.9586737333883
LR778262.1	C.albellus	THU079	6	360.821	82.2368320104068	76.5074335530949
LR778263.1	C.albellus	THU079	6	440.586	83.1326393508772	76.9934372352205
LR778264.1	C.albellus	THU079	6	433.667	80.3134292428884	76.0360076795546
LR778265.1	C.albellus	THU079	6	1402.12	84.8763817137564	85.6984038004874
LR778266.1	C.albellus	THU079	6	2699.52	84.7738744124559	101.67055497414
